Data_coleta;Canal;Site;Categoria;Marca;Descrição;Tamanho;Preço regular;Preço promo;Disponibilidade;Vendido por;Loja oficial?;Nota;Nº avaliações;Qtd vendida;Link;Formato;Fonte
2026-07-06;Beleza;Ikesaki;Removedor de esmalte s/ acetona;Risqué;Removedor de Esmaltes Risqué Care 100ml;100ml;7,49;;Indisponivel;;;;;;https://www.ikesaki.com.br/removedor-de-esmaltes-risque-care-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua oxigenada cremosa 40V;Yamá;Água Oxigenada Cremosa 40 Volumes Yamá 100ml;100ml;4,49;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-oxigenada-cremosa-40-volumes-yama-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua oxigenada cremosa 40V;Beauty Color;Água Oxigenada Cremosa Beauty Color 40 Volumes 1000ml;1000ml;30,49;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-oxigenada-cremosa-beauty-color-40-volumes-1000ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua oxigenada cremosa 40V;Acquaflora;Água Oxigenada Acquaflora 40 Volumes 900ml;900ml;42,49;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-oxigenada-acquaflora-40-volumes-900ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua oxigenada cremosa 40V;Cless;Água Oxigenada Cless Lightner 40 Volumes 100ml;100ml;7,49;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-oxigenada-cless-lightner-40-volumes-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua oxigenada cremosa 40V;Probelle;Água Oxigenada Probelle 40 Volumes para Descoloração 900ml;900ml;20,9;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-oxigenada-probelle-40-volumes-para-descoloracao-900ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;OX estabilizada 40V;Itallian Hairtech;Emulsão Oxidante Itallian Color 40 Volumes 90ml;90ml;9,9;;Indisponivel;;;;;;https://www.ikesaki.com.br/emulsao-oxidante-itallian-color-40-volumes-90ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;OX estabilizada 40V;Keune;Oxidante Keune Tinta Developer 40 Volumes 60ml;60ml;22,49;;Indisponivel;;;;;;https://www.ikesaki.com.br/agua-oxigenada-keune-tinta-developer-40-volumes-60ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Oleo de ricino c/ vit E;Novex;Refil de Creme de Tratamento Novex Doctor Ricino 300g;300g;11,9;;Em estoque;;;;;;https://www.ikesaki.com.br/refil-de-creme-de-tratamento-novex-doctor-ricino-300g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Locao hidratante 330ml;Neutrogena;Loção Hidratante Corporal Neutrogena Intensivo Com Fragrância 200ml;200ml;78,99;;Em estoque;;;;;;https://www.ikesaki.com.br/locao-hidratante-corporal-neutrogena-intensivo-com-fragrancia-200ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Locao hidratante 330ml;Raavi;Hidratante Corporal Raavi Diabet Hidra 200g;200g;26,49;;Em estoque;;;;;;https://www.ikesaki.com.br/hidratante-corporal-raavi-diabet-hidra-200g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Esfoliante corp/facial;Raavi;Esfoliante Corporal e Facial Raavi Melancia 200g;200g;29,49;;Em estoque;;;;;;https://www.ikesaki.com.br/esfoliante-corporal-e-facial-raavi-melancia-200g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Esfoliante corp/facial;Depil Bella;Creme Esfoliante Corporal Depil Bella Alecrim 100g;100g;15,49;;Em estoque;;;;;;https://www.ikesaki.com.br/creme-esfoliante-corporal-depil-bella-alecrim-100g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Esfoliante corp/facial;Ideal;Esfoliante Ideal Melancia + Rosa Mosqueta Corporal e Facial 150g;150g;18,99;;Em estoque;;;;;;https://www.ikesaki.com.br/esfoliante-ideal-melancia-rosa-mosqueta-corporal-e-facial-150g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Esfoliante corp/facial;Biosoft;Esfoliante Corporal Biosoft Ameixa 300g;300g;21,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/esfoliante-corporal-biosoft-ameixa-300g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Amaciante de calosidades;Labotrat;Amaciante de Calosidades Labotrat 110ml;110ml;12,49;;Indisponivel;;;;;;https://www.ikesaki.com.br/amaciante-de-calosidades-labotrat-110ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Amaciante de calosidades;Ideal;Amaciante de Cutículas e Calosidades Ideal 100ml;100ml;12,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/amaciante-de-cuticulas-e-calosidades-ideal-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Amolecedor de cuticula;Acemar;Amolecedor de Cutícula Acemar Morango 100ml;100ml;8,49;;Em estoque;;;;;;https://www.ikesaki.com.br/amolecedor-de-cuticula-acemar-morango-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Amolecedor de cuticula;Ideal;Amolecedor de Cutículas Ideal Lavanda 500ml;500ml;28,99;;Em estoque;;;;;;https://www.ikesaki.com.br/amolecedor-de-cuticulas-ideal-lavanda-500ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Amolecedor de cuticula;Samplus;Amolecedor de Cutícula Samplus Argan 100ml;100ml;9,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/amolecedor-de-cuticula-samplus-argan-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Amolecedor de cuticula;Impala;Amolecedor Impala Cutículas 100ml;100ml;8,59;;Indisponivel;;;;;;https://www.ikesaki.com.br/amolecedor-impala-cuticulas-100ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Pedra hume po;Ideal;Pedra Hume Pó Ideal 50g;50g;7,29;;Indisponivel;;;;;;https://www.ikesaki.com.br/pedra-hume-po-ideal-50g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Pedra hume spray;Ideal;Pedra Hume Spray Ideal;;12,49;;Indisponivel;;;;;;https://www.ikesaki.com.br/pedra-hume-spray-ideal/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Talco p/ pes sem perfume;J&J;Talco Johnson's Baby Pó Dermo Protetor 100g;100g;31,99;;Em estoque;;;;;;https://www.ikesaki.com.br/talco-johnson-s-baby-po-dermo-protetor-100g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Reparador de pontas;Trivitt;Reparador de Pontas Trivitt 30ml;30ml;54,99;;Em estoque;;;;;;https://www.ikesaki.com.br/reparador-de-pontas-trivitt-30ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Reparador de pontas;Amend;Reparador de Pontas Amend Classics 60ml;60ml;59,9;;Em estoque;;;;;;https://www.ikesaki.com.br/reparador-de-pontas-amend-classics-60ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Reparador de pontas;Lacan;Reparador de Pontas Lacan Argan 55ml;55ml;69,99;;Em estoque;;;;;;https://www.ikesaki.com.br/reparador-de-pontas-lacan-argan-55ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Reparador de pontas;Flores & Vegetais;Reparador de Pontas Flores e Vegetais Ponta a Ponta 60ml;60ml;34,49;;Indisponivel;;;;;;https://www.ikesaki.com.br/reparador-de-pontas-flores-e-vegetais-ponta-a-ponta-60ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Po descolorante;Acquaflora;Pó Descolorante Acquaflora 50g;50g;16,49;;Em estoque;;;;;;https://www.ikesaki.com.br/po-descolorante-acquaflora-50g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Po descolorante;Yamá;Pó Descolorante Yamá Ametista 300g;300g;42,99;;Em estoque;;;;;;https://www.ikesaki.com.br/po-descolorante-yama-ametista-300g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Po descolorante;Cadiveu;Pó Descolorante Cadiveu Buriti 500g;500g;94,99;;Em estoque;;;;;;https://www.ikesaki.com.br/po-descolorante-cadiveu-buriti-500g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Po descolorante;Amend;Pó Descolorante Amend 12 Óleos 300g;300g;42,09;;Em estoque;;;;;;https://www.ikesaki.com.br/po-descolorante-amend-12-oleos-300g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Po descolorante;Itallian Hairtech;Pó Descolorante Itallian Color Pounch 600g;600g;136,99;;Em estoque;;;;;;https://www.ikesaki.com.br/po-descolorante-itallian-color-pounch-600g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Sabonete liquido corporal;Lux;Sabonete Liquido Lux Lavanda 250ml;250ml;11,99;;Em estoque;;;;;;https://www.ikesaki.com.br/sabonete-liquido-lux-lavanda-250ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Sabonete liquido corporal;Granado;Sabonete Liquido Glicerina Granado Tradicional 300ml;300ml;31,99;;Em estoque;;;;;;https://www.ikesaki.com.br/sabonete-liquido-glicerina-granado-tradicional-300ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua micelar;Ricca;Água Micelar Ricca Funcional 200ml;200ml;20,49;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-micelar-ricca-funcional-200ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua micelar;Monange;Água Micelar Monange Facial com Ácido Hialurônico 200ml;200ml;20,49;;Em estoque;;;;;;https://www.ikesaki.com.br/agua-micelar-monange-facial-com-acido-hialuronico-200ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua micelar;Labotrat;Água Micelar Labotrat Dermo Skin Clareadora 110ml;110ml;25,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/agua-micelar-labotrat-dermo-skin-clareadora-110ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Agua micelar;L'Oréal;Água Micelar Bifásica 5 em 1 L'Oréal 200ml;200ml;36,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/agua-micelar-bifasica-5-em-1-loreal-200ml/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Pomada Kurape com ureia;Raavi;Creme Hidratante Raavi Ureia 3% Para Pés 100g;100g;16,49;;Em estoque;;;;;;https://www.ikesaki.com.br/creme-hidratante-raavi-ureia-3-para-pes-100g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Pomada Kurape com ureia;Repos;Creme Mãos e Pés Repos c/ Ureia 120g;120g;22,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/creme-maos-e-pes-repos-c-ureia-120g/p;Unidade;Claude Code
2026-07-06;Beleza;Ikesaki;Pomada Kurape com ureia;Flores & Vegetais;Creme Esfoliante para Pés Flores & Vegetais com Ureia e Mentol;;30,99;;Indisponivel;;;;;;https://www.ikesaki.com.br/creme-esfoliante-para-pes-flores-vegetais-com-ureia-e-mentol/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Removedor de esmalte c/ acetona;Ricca;Removedor de Esmalte Lenço - Ricca;;12,69;9,99;Em estoque;;;;;;https://www.epocacosmeticos.com.br/removedor-de-esmaltes-lenco-ricca/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Removedor de esmalte c/ acetona;Granado;Removedor de Esmalte Granado - Pink;;43;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/removedor-de-esmalte-granado-pink/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Removedor de esmalte c/ acetona;Novo Toque;Removedor de Esmalte Novo Toque 100Ml;100ml;5,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/removedor-de-esmalte-novo-toque-100ml-146410/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Gota secante;BAUNY;Gota Secante para Esmalte 7ml - Bauny;7ml;24,99;16,99;Em estoque;;;;;;https://www.epocacosmeticos.com.br/gota-secante-para-esmalte-7ml---bauny-122009/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Gota secante;Vult;Gotas Secantes para Unhas - Vult;;14,99;;Indisponivel;;;;;;https://www.epocacosmeticos.com.br/gotas-secantes-para-unhas-vult/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Agua oxigenada cremosa 40V;Marchetti;Agua Oxigenada Cremosa 40 Volumes Marcia 70ML;70ml;1,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/agua-oxigenada-cremosa-40-volumes-marcia-70ml-182749/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Agua oxigenada cremosa 40V;Alfaparf Milano;Alfaparf Oxid'o 12% - Água Oxigenada 40 volumes 1000ml;1000ml;105,58;73,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/alfaparf-oxid-o-12----agua-oxigenada-40-volumes-1000ml-88383/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Agua oxigenada cremosa 40V;Acquaflora;Coloração Acquaflora 10.1 60g + Água Oxigenada 40 Volumes 90ml;60g;64,9;61,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/coloracao-acquaflora-10-1-60g---agua-oxigenada-40-volumes-90ml-104398/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;OX estabilizada 40V;Cadiveu Professional;Cadiveu Professional OX 40 Volumes - Água Oxigenada 900ml;900ml;79,9;44,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/cadiveu-professional-ox-40-volumes---agua-oxigenada-900ml-68388/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;OX estabilizada 40V;Prohall;Prohall Cosmetic - Água Oxigenada Cremosa OX 12% 40 Volumes 900ml;900ml;76,9;68,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/prohall-cosmetic---agua-oxigenada-cremosa-ox-12--40-volumes-900ml-93099/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;OX estabilizada 40V;Biofios Profissional;Emulsão Oxidante Biofios 40 Volumes;;74,9;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/emulsao-oxidante-biofios-40-volumes-80276/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Oleo capilar/corporal 100ml;Lola From Rio;Oleo Capilar Disciplinante Lola Cosmetics Xapadinha;;39,9;24,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/lola-cosmetics-xapadinha-oleo-disciplinante/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Oleo de ricino c/ vit E;BellaPhytus;Óleo De Ricino Bellaphytus 30Ml;30ml;26,5;16,32;Em estoque;;;;;;https://www.epocacosmeticos.com.br/oleo-de-ricino-bellaphytus-30ml-250956/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Oleo de ricino c/ vit E;Farmax;Óleo de Ricino  Farmax Puro 100ml;100ml;25,52;16,11;Em estoque;;;;;;https://www.epocacosmeticos.com.br/oleo-de-ricino--farmax-puro-100ml-136534/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Creme de cacau 250g;Abelha Rainha;Creme Hidratante Corporal Cacau e Cupuaçu Todo Cuidado Mais Abelha Rainha 400g;400g;32,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/creme-hidratante-corporal-cacau-e-cupuacu-todo-cuidado-mais-abelha-rainha-400g-195056/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Creme de cacau 250g;Skala;Creme De Tratamento Skala Brasil Cacau 1000g;1000g;20,9;19,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/creme-de-tratamento-skala-brasil-cacau-1000g-143254/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Locao hidratante 330ml;Saniskin;Loção Hidratante Corporal Saniskin;;61,2;47,9;Em estoque;;;;;;https://www.epocacosmeticos.com.br/locao-hidratante-corporal-saniskin/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Locao hidratante 330ml;Hidratei;Loção Hidratante Corporal Hidratei;;97;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/locao-hidratante-corporal-hidratei/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Locao hidratante 330ml;Principia;Loção Hidratante Corporal Principia LH-01;;69;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/locao-hidratante-corporal-principia-lh-01/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Esfoliante corp/facial;Hidramais;Esfoliante Corporal Merengue Hidramais Morango;;42,8;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/esolinate-corporal-merengue-hidramais-morango/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Esfoliante corp/facial;Granado;Esfoliante Corporal Granado - Calêndula;;90;75,6;Em estoque;;;;;;https://www.epocacosmeticos.com.br/esfoliante-corporal-granado-calendula/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Esfoliante corp/facial;Vó Irene;Esfoliante Corporal Vó Irene 180g;180g;89,9;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/esfoliante-corporal-vo-irene-180g-198460/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Amolecedor de cuticula;Minancora;Amolecedor de Cuticula Ureia Cora 100ML;100ml;7,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/amolecedor-de-cuticula-ureia-cora-100ml-199558/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Amolecedor de cuticula;Ideal;Amolecedor de Cutícula ÓLEO Algodão Ideal 100ML;100ml;7,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/amolecedor-de-cuticula-oleo-algodao-ideal-100ml-224710/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Amolecedor de cuticula;Kiss NY;Amolecedor de Cuticulas Kiss NY Hidratante Tubo;;18,7;;Indisponivel;;;;;;https://www.epocacosmeticos.com.br/amolecedor-de-cuticulas-kiss-ny-hidratante-tubo/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Pedra hume po;Ideal;Pedra Hume Ideal 50Ml;50ml;8,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/pedra-hume-ideal-50ml-222972/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Pedra hume po;Farmax;Pedra Hume Spray Com Glicerina 30Ml Farmax;30ml;10,89;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/pedra-hume-spray-com-glicerina-30ml-farmax-222827/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Pedra hume po;Abelha Rainha;Sérum Pedra Hume Adstringente Para Pequenos Cortes nas Cuticulas AR Tratamento Abelha Rainha 10ml;10ml;9,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/serum-pedra-hume-adstringente-para-pequenos-cortes-nas-cuticulas-ar-tratamento-abelha-rainha-10ml-196557/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Talco p/ pes;Rexona;Talco para os Pés Rexona Efficient Antibacterial 100g;100g;11,99;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/talco-para-os-pes-rexona-efficient-antibacterial-100g-152575/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Talco p/ pes;TENYS PE;TALCO PARA OS PÉS TENYS PÉ SPORT EDITION 100G;100g;31,2;15,79;Em estoque;;;;;;https://www.epocacosmeticos.com.br/talco-para-os-pes-tenys-pe-sport-edition-100g-150877/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Talco p/ pes;RIO;Talco Para Pés Rio Sport Tradicional 100g;100g;12,9;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/talco-para-pes-rio-sport-tradicional-100g-152550/p;Unidade;Claude Code
2026-07-06;Beleza;Época Cosméticos;Reparador de pontas;Trivitt;Trivitt: Reparador de Pontas 30ml;30ml;44,9;;Em estoque;;;;;;https://www.epocacosmeticos.com.br/trivitt--reparador-de-pontas-30ml-147155/p;Unidade;Claude Code
