Data_coleta;Canal;Site;Categoria;Marca;Descrição;Tamanho;Preço regular;Preço promo;Link
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Acetona;Acetona Alyne 100ml;100ml;5,49;;https://www.paguemenos.com.br/acetona-alyne-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Dauf;Removedor De Esmalte Dauf Sem Acetona 10...;;7,99;;https://www.paguemenos.com.br/removedor-esmalte-dauf-sem-acetona-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Dauf;Removedor De Esmalte Dauf Com Acetona 10...;;5,19;;https://www.paguemenos.com.br/removedor-de-esmalte-dauf-com-acetona-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Colorama;Esmalte Cremoso Colorama Barbie Boss 8ml...;8ml;7,39;;https://www.paguemenos.com.br/esmalte-cremoso-colorama-barbie-boss-8ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Risqué;Removedor de Esmalte Risqué Care Sem Ace...;;11,49;;https://www.paguemenos.com.br/removedor-care-esmalte-risque-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Dailus;Removedor de Esmalte Dailus Sem Acetona ...;;8,99;;https://www.paguemenos.com.br/removedor-de-esmalte-dailus-90ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Removedor;Removedor de Esmalte Ricca Lenços Umedec...;;12,99;;https://www.paguemenos.com.br/remov-esm-ricca-lenco-32und/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Granado;Removedor de Esmalte Granado Pink Sem Ac...;;34,99;;https://www.paguemenos.com.br/removedor-de-esmaltes-granado-pink-sem-acetona-75ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Super;Super Oferta;;85,25;75,97;https://www.paguemenos.com.br/removedor-de-esmalte-farmax-500ml-sem-acetona-1736e9102t528r79/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte c/ acetona;Farmax;Remov Esm Farmax removedor com acetona f...;;85,25;5,19;https://www.paguemenos.com.br/remov-esm-farmax-removedor-com-acetona-farmax-80ml-12cx/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Acetona;Acetona Alyne 100ml;100ml;5,49;;https://www.paguemenos.com.br/acetona-alyne-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Dauf;Removedor De Esmalte Dauf Sem Acetona 10...;;7,99;;https://www.paguemenos.com.br/removedor-esmalte-dauf-sem-acetona-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Dauf;Removedor De Esmalte Dauf Com Acetona 10...;;5,19;;https://www.paguemenos.com.br/removedor-de-esmalte-dauf-com-acetona-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Colorama;Esmalte Cremoso Colorama Barbie Boss 8ml...;8ml;7,39;;https://www.paguemenos.com.br/esmalte-cremoso-colorama-barbie-boss-8ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Risqué;Removedor de Esmalte Risqué Care Sem Ace...;;11,49;;https://www.paguemenos.com.br/removedor-care-esmalte-risque-100ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Dailus;Removedor de Esmalte Dailus Sem Acetona ...;;8,99;;https://www.paguemenos.com.br/removedor-de-esmalte-dailus-90ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Removedor;Removedor de Esmalte Ricca Lenços Umedec...;;12,99;;https://www.paguemenos.com.br/remov-esm-ricca-lenco-32und/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Granado;Removedor de Esmalte Granado Pink Sem Ac...;;34,99;;https://www.paguemenos.com.br/removedor-de-esmaltes-granado-pink-sem-acetona-75ml/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Super;Super Oferta;;85,25;75,97;https://www.paguemenos.com.br/removedor-de-esmalte-farmax-500ml-sem-acetona-1736e9102t528r79/p
2026-07-02;Farmácia;Pague Menos;Removedor de esmalte s/ acetona;Farmax;Remov Esm Farmax removedor com acetona f...;;85,25;5,19;https://www.paguemenos.com.br/remov-esm-farmax-removedor-com-acetona-farmax-80ml-12cx/p
2026-07-02;Farmácia;Pague Menos;Água oxigenada cremosa 40V;Dauf;Água Oxigenada Dauf Volume 40 Cremosa 90...;;2,99;;https://www.paguemenos.com.br/agua-oxigenada-dauf-40-volume-cremosa-90ml-nv/p
2026-07-02;Farmácia;Pague Menos;Óleo capilar/corporal 100ml;Farmax;Óleo de Amêndoas Farmax 100ml;100ml;10,99;;https://www.paguemenos.com.br/oleo-corporal-farmax-amendoas-100ml/p
2026-07-02;Farmácia;Pague Menos;Óleo capilar/corporal 100ml;Super;Super Oferta;;33,48;29,46;https://www.paguemenos.com.br/oleo-rosa-mosqueta-farmax-capilar-corporal-100ml-kit-com-3-unidades--1732i61xv3983744/p
2026-07-02;Farmácia;Pague Menos;Óleo capilar/corporal 100ml;Super;Super Oferta;;29,39;26,19;https://www.paguemenos.com.br/oleo-capilar-e-corporal-farmax-argan-100ml-171h266i867p8537/p
2026-07-02;Farmácia;Pague Menos;Óleo de banana (unha/cutícula);Óleo;Óleo de Banana Alyne 30ml;30ml;5,99;;https://www.paguemenos.com.br/oleo-banana-alyne-30ml/p
2026-07-02;Farmácia;Pague Menos;Óleo de banana (unha/cutícula);Diluente;Diluente De Esmaltes Oleo De Banana Alyn...;;13,99;;https://www.paguemenos.com.br/diluente-de-esmaltes-oleo-de-banana-alyne-100ml/p
2026-07-02;Farmácia;Pague Menos;Amolecedor de cutícula;Super;Super Oferta;;22,04;19,64;https://www.paguemenos.com.br/amolecedor-de-cuticula-ideal-com-manteiga-de-karite-100ml-1717157q33kh2322/p
2026-07-02;Farmácia;Pague Menos;Amolecedor de cutícula;Granado;Creme para Cutículas Granado Pink 100g;100g;22,99;;https://www.paguemenos.com.br/creme-para-cuticulas-granado-pink-100g/p
2026-07-02;Farmácia;Pague Menos;Amolecedor de cutícula;Dauf;Creme Amolecedor De Cutículas Dauf 100ml...;100ml;22,99;19,64;https://www.paguemenos.com.br/creme-amolecedor-de-cuticulas-dauf-100ml/p
2026-07-02;Farmácia;Pague Menos;Pedra hume pó;Pedra%20hume%20po;Pedra%20hume%20po;;499;19;https://www.paguemenos.com.br/pedra%20hume%20po
2026-07-02;Farmácia;Pague Menos;Pedra hume pó;Toalha;Toalha Umedecida Plenitud para Cuidado A...;;19,99;;https://www.paguemenos.com.br/toalha-umedecida-plenitud-42-toalhas/p
2026-07-02;Farmácia;Pague Menos;Pedra hume pó;Super;Super Oferta;;499;319,8;https://www.paguemenos.com.br/joop-homme-sport-eau-de-toilette-masculino-joop--16945251d63u35j4/p
2026-07-02;Farmácia;Pague Menos;Pedra hume spray;Pedra%20hume%20spray;Pedra%20hume%20spray;;20;12;https://www.paguemenos.com.br/pedra%20hume%20spray
2026-07-02;Farmácia;Pague Menos;Pedra hume spray;Dauf;Pedra Hume Dauf Spray 30ml 1 Unidade;30ml;12,99;;https://www.paguemenos.com.br/pedra-hume-dauf-spray-30ml/p
2026-07-02;Farmácia;Pague Menos;Pedra hume spray;Super;Super Oferta;;17,05;15;https://www.paguemenos.com.br/pedra-hume-farmax-spray-30ml-17326b1z3514r924/p
2026-07-02;Farmácia;Pague Menos;Vaselina líquida;Super;Super Oferta;;91,57;73,26;https://www.paguemenos.com.br/vaselina-liquida-cinord-1-litro-jn16984698747q56/p
2026-07-02;Farmácia;Pague Menos;Vaselina líquida;Dauf;Vaselina Liquida Dauf 100ml;100ml;11,99;;https://www.paguemenos.com.br/vaselina-liquida-dauf-100ml/p
2026-07-02;Farmácia;Pague Menos;Vaselina líquida;Vasemax;Hidratante Vaselina Liquida Vasemax 100m...;;8,79;;https://www.paguemenos.com.br/hidratante-vaselina-liquida-vasemax-100ml/p
2026-07-02;Farmácia;Pague Menos;Vaselina sólida;Dauf;Vaselina Solida Dauf 15g;15g;9,99;;https://www.paguemenos.com.br/vaselina-solida-dauf-15g/p
2026-07-02;Farmácia;Pague Menos;Vaselina sólida;Super;Super Oferta;;65,37;52,3;https://www.paguemenos.com.br/vaselina-solida-500g-cinord-unidade-169xt84699t35927/p
2026-07-02;Farmácia;Pague Menos;Vaselina sólida;Dauf;Vaselina Sólida Amorável Dauf 100g;100g;65,37;9,99;https://www.paguemenos.com.br/vaselina-solida-amoravel-dauf-100g/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;16,9;;https://www.paguemenos.com.br/creme-para-pes-e-maos-sebo-de-carneiro-240g-macrophytus-1f715274120ip112/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;15,9;;https://www.paguemenos.com.br/gel-massageador-canela-de-velho-com-sebo-de-carneiro-220g-macrophytus-e17v152n74120087/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;33,8;;https://www.paguemenos.com.br/kit-2x-creme-para-pes-e-maos-sebo-de-carneiro-240g-macrophytus-17152j736hk89712/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;15;13,2;https://www.paguemenos.com.br/bio-instinto-pomada-canela-de-velho-com-sebo-de-carneiro-150g-17h3827835x6w030/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;31,8;;https://www.paguemenos.com.br/kit-2x-gel-massageador-canela-de-velho-com-sebo-de-carneiro-220g-macrophytus-17g152736779e6c4/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;47,7;;https://www.paguemenos.com.br/kit-3x-gel-massageador-canela-de-velho-com-sebo-de-carneiro-220g-macrophytus-171527368w28fp71/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;159;;https://www.paguemenos.com.br/kit-10x-gel-massageador-canela-de-velho-com-sebo-de-carneiro-220g-macrophytus-1715273w6762n7q6/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;50,7;;https://www.paguemenos.com.br/kit-3x-creme-para-pes-e-maos-sebo-de-carneiro-240g-macrophytus-171c527vh3689693/p
2026-07-02;Farmácia;Pague Menos;Sebo de carneiro;Super;Super Oferta;;169;;https://www.paguemenos.com.br/kit-10x-creme-para-pes-e-maos-sebo-de-carneiro-240g-macrophytus-1715273a6z8c0058/p
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Lifar;Acetona Lifar 100ml Nova Fórmula;100ml;8,99;5,99;https://www.panvel.com/panvel/acetona-lifar-100ml-nova-formula/p-112719
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Acetona;Acetona Panvel 100ml;100ml;7,99;5,33;https://www.panvel.com/panvel/acetona-panvel-100ml/p-99208
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Risqué;Removedor De Esmalte Risqué Care 100ml;100ml;13,99;9,99;https://www.panvel.com/panvel/removedor-de-esmalte-risque-care-100ml/p-372790
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Removedor;Removedor De Esmalte Com Óleo De Uva Panvel 90ml;90ml;9,99;6,66;https://www.panvel.com/panvel/removedor-de-esmalte-com-oleo-de-uva-panvel-90ml/p-100615
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Lifar;Acetona Lifar 500ml;500ml;26,99;;https://www.panvel.com/panvel/acetona-lifar-500ml/p-106793
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Lenço;Lenço Removedor De Esmalte Ricca 32un;;12,99;;https://www.panvel.com/panvel/lenco-removedor-de-esmalte-ricca-32un/p-480450
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Removedor;Removedor De Esmalte Pink 75ml;75ml;41,99;;https://www.panvel.com/panvel/removedor-de-esmalte-pink-75ml/p-106911
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Lenço;Lenço Removedor De Esmalte 1 Unidade Imefort;;2,9;;https://www.panvel.com/panvel/lenco-removedor-de-esmalte-1-unidade-imefort/p-10068299
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Farmax;Removedor De Esmalte Farmax Sem Acetona Cheirinho De Uva 500ml;500ml;49,99;;https://www.panvel.com/panvel/removedor-de-esmalte-farmax-sem-acetona-cheirinho-de-uva-500ml/p-88035
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Monaly;Removedor De Esmalte A Base De Acetona Monaly 500ml;500ml;14,99;12,99;https://www.panvel.com/panvel/removedor-de-esmalte-a-base-de-acetona-monaly-500ml/p-10040696
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Farmax;Removedor De Esmalte Farmax Sem Acetona Uva 100ml;100ml;18,99;;https://www.panvel.com/panvel/removedor-de-esmalte-farmax-sem-acetona-uva-100ml/p-88034
2026-07-02;Farmácia;Panvel;Removedor de esmalte c/ acetona;Removedor;Removedor De Esmalte Mavala Nail Polish Com 30 Unidades;;98;73,9;https://www.panvel.com/panvel/removedor-de-esmalte-mavala-nail-polish-com-30-unidades/p-10032609
2026-07-02;Farmácia;Panvel;Removedor de esmalte s/ acetona;Farmax;Removedor De Esmalte Farmax Sem Acetona Cheirinho De Uva 500ml;500ml;49,99;;https://www.panvel.com/panvel/removedor-de-esmalte-farmax-sem-acetona-cheirinho-de-uva-500ml/p-88035
2026-07-02;Farmácia;Panvel;Removedor de esmalte s/ acetona;Farmax;Removedor De Esmalte Farmax Sem Acetona Uva 100ml;100ml;18,99;;https://www.panvel.com/panvel/removedor-de-esmalte-farmax-sem-acetona-uva-100ml/p-88034
2026-07-02;Farmácia;Panvel;Removedor de esmalte s/ acetona;Removedor;Removedor De Esmalte Pink 75ml;75ml;41,99;;https://www.panvel.com/panvel/removedor-de-esmalte-pink-75ml/p-106911
2026-07-02;Farmácia;Panvel;Removedor de esmalte s/ acetona;Lenço;Lenço Removedor De Esmalte 1 Unidade Imefort;;2,9;;https://www.panvel.com/panvel/lenco-removedor-de-esmalte-1-unidade-imefort/p-10068299
2026-07-02;Farmácia;Panvel;Água oxigenada cremosa 40V;Água;Água Oxigenada Cremosa Welloxon Perfect 40 Volumes 1 Litro;;79,99;;https://www.panvel.com/panvel/agua-oxigenada-cremosa-welloxon-perfect-40-volumes-1-litro/p-10040506
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Óleo;Óleo Extraordinário Capilar Elseve Tratamento Reconstrutor L'oréal Paris 100ml;100ml;59,99;40;https://www.panvel.com/panvel/oleo-extraordinario-capilar-elseve-tratamento-reconstrutor-loreal-paris-100ml/p-628280
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Kit;Kit Signature Scent Duo Oleo De Tratamento 100ml + Bruma Perfumada Moroccanoil;100ml;390;284,7;https://www.panvel.com/panvel/kit-signature-scent-duo-oleo-de-tratamento-100ml-bruma-perfumada-moroccanoil/p-10072054
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Moroccanoil;Moroccanoil Bruma De Marrocos 100ml;100ml;259,9;207,92;https://www.panvel.com/panvel/moroccanoil-bruma-de-marrocos-100ml/p-10044630
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Salon Line;Óleo Perfumado Cabelo E Corpo Multy Melancia Salon Line 120ml;120ml;33,99;29,99;https://www.panvel.com/panvel/oleo-perfumado-cabelo-e-corpo-multy-melancia-salon-line-120ml/p-10076721
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Salon Line;Óleo Perfumado Cabelo E Corpo Salon Line Chocolate 120ml;120ml;33,99;29,99;https://www.panvel.com/panvel/oleo-perfumado-cabelo-e-corpo-salon-line-chocolate-120ml/p-10076722
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Óleo;Óleo Vegetal De Semente De Uva Vegano Vitis Vinifera Gabea 100ml;100ml;91;45,59;https://www.panvel.com/panvel/oleo-vegetal-de-semente-de-uva-vegano-vitis-vinifera-gabea-100ml/p-10079541
2026-07-02;Farmácia;Panvel;Óleo capilar/corporal 100ml;Óleo;Óleo De Amêndoa Doce Vegano Gabea 100ml;100ml;52,1;26,1;https://www.panvel.com/panvel/oleo-de-amendoa-doce-vegano-gabea-100ml/p-10079598
2026-07-02;Farmácia;Panvel;Óleo de rícino;Sérum;Sérum Capilar Pantene Bambu 95ml;95ml;49,99;42,9;https://www.panvel.com/panvel/serum-capilar-pantene-bambu-95ml/p-86152
2026-07-02;Farmácia;Panvel;Óleo de rícino;Farmax;Óleo Capilar Farmax Puro Rícino 100ml;100ml;16,99;;https://www.panvel.com/panvel/oleo-capilar-farmax-puro-ricino-100ml/p-10018654
2026-07-02;Farmácia;Panvel;Óleo de rícino;Salon Line;Óleo Umectação Salon Line #Todecacho Rícino 100ml;100ml;21,99;;https://www.panvel.com/panvel/oleo-umectacao-salon-line-todecacho-ricino-100ml/p-10013881
2026-07-02;Farmácia;Panvel;Óleo de rícino;Salon Line;Gelatina Salon Line To De Cachos Óleo De Rícino 550g;550g;37,99;32,99;https://www.panvel.com/panvel/gelatina-salon-line-to-de-cachos-oleo-de-ricino-550g/p-10040909
2026-07-02;Farmácia;Panvel;Óleo de rícino;Óleo;Óleo Vegetal De Rícino Ricinus Communis L Gabea 30ml;30ml;28,5;14,28;https://www.panvel.com/panvel/oleo-vegetal-de-ricino-ricinus-communis-l-gabea-30ml/p-10079576
2026-07-02;Farmácia;Panvel;Óleo de rícino;Salon Line;Kit Gelatina Salon Line To De Cachos Óleo De Rícino 550g 2 Unidades;550g;75,98;65,98;https://www.panvel.com/panvel/kit-gelatina-salon-line-to-de-cachos-oleo-de-ricino-550g-2-unidades/p-10040905
2026-07-02;Farmácia;Panvel;Óleo de rícino;Tônico;Tônico Facial Dermocalmante Com Aloe Vera E Óleo De Rícino 120ml;120ml;43,9;;https://www.panvel.com/panvel/tonico-facial-dermocalmante-com-aloe-vera-e-oleo-de-ricino-120ml/p-10068436
2026-07-02;Farmácia;Panvel;Óleo de rícino;Kit;Kit 2 Óleo Capilar Elixir Rícino Beautycolor 40ml;40ml;53,98;43,98;https://www.panvel.com/panvel/kit-2-oleo-capilar-elixir-ricino-beautycolor-40ml/p-10081222
2026-07-02;Farmácia;Panvel;Óleo de rícino;Kit;Kit Pantene Pro-v Bambu Shampoo 400ml + Condicionador 175ml;400ml;41,99;26,9;https://www.panvel.com/panvel/kit-pantene-pro-v-bambu-shampoo-400ml-condicionador-175ml/p-106822
2026-07-02;Farmácia;Panvel;Óleo de rícino;Máscara;Máscara De Tratamento Pantene Bambu 600ml;600ml;41,99;29,9;https://www.panvel.com/panvel/mascara-de-tratamento-pantene-bambu-600ml/p-112346
2026-07-02;Farmácia;Panvel;Óleo de rícino;Cloridrato;Cloridrato Trazodona 150mg 30 Comprimidos Liberação Prolongada Medley Genérico C1;;135,55;119,99;https://www.panvel.com/panvel/cloridrato-trazodona-150mg-30-comprimidos-liberacao-prolongada-medley-generico-c1/p-93666
2026-07-02;Farmácia;Panvel;Óleo de rícino;Kit;Kit Ampola De Tratamento Capilar Pantene Nutrição 3 Unidades 15ml Cada;15ml;25,99;19,9;https://www.panvel.com/panvel/kit-ampola-de-tratamento-capilar-pantene-nutricao-3-unidades-15ml-cada/p-120229
2026-07-02;Farmácia;Panvel;Óleo de banana (unha/cutícula);Impala;Regenerador De Esmalte Com Óleo Banana Impala 35ml;35ml;7,99;;https://www.panvel.com/panvel/regenerador-de-esmalte-com-oleo-banana-impala-35ml/p-119421
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Farmax;Amolecedor De Cutículas Farmax Em Creme 100ml;100ml;15,49;;https://www.panvel.com/panvel/amolecedor-de-cuticulas-farmax-em-creme-100ml/p-92088
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Amolecedor;Amolecedor De Cutícula Panvel 140g;140g;19,99;13,33;https://www.panvel.com/panvel/amolecedor-de-cuticula-panvel-140g/p-97770
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Lifar;Amolecedor De Cutícula Lifar 140g;140g;19,99;14,99;https://www.panvel.com/panvel/amolecedor-de-cuticula-lifar-140g/p-849970
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Amolecedor;Amolecedor De Cutículas Neez Creme 100g;100g;11,99;9,49;https://www.panvel.com/panvel/amolecedor-de-cuticulas-neez-creme-100g/p-89413
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Amolecedor;Amolecedor De Cutículas Neez Líquido 110ml;110ml;8,49;6,99;https://www.panvel.com/panvel/amolecedor-de-cuticulas-neez-liquido-110ml/p-89412
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Caneta;Caneta Para Nutrição De Cutículas Ricca 2ml;2ml;21,99;;https://www.panvel.com/panvel/caneta-para-nutricao-de-cuticulas-ricca-2ml/p-94630
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Granado;Caneta Para Cutículas Sos Cuticulas Perfeitas Granado Pink 3,5g;3,5g;45,99;;https://www.panvel.com/panvel/caneta-para-cuticulas-sos-cuticulas-perfeitas-granado-pink-35g/p-417490
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Creme;Creme Para Cuticula Pink;;30,99;;https://www.panvel.com/panvel/creme-para-cuticula-pink/p-579730
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Creme;Creme Para Cutículas E Unhas Blant Nutritivo 7g;7g;22,99;;https://www.panvel.com/panvel/creme-para-cuticulas-e-unhas-blant-nutritivo-7g/p-10018334
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Removedor;Removedor De Cutículas Repos 500g;500g;39,99;;https://www.panvel.com/panvel/removedor-de-cuticulas-repos-500g/p-10016405
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Removedor;Removedor De Cutículas Blant 35ml;35ml;18,99;;https://www.panvel.com/panvel/removedor-de-cuticulas-blant-35ml/p-10016637
2026-07-02;Farmácia;Panvel;Amolecedor de cutícula;Mavala;Mavala Cuticle Remover 10ml;10ml;133,99;;https://www.panvel.com/panvel/mavala-cuticle-remover-10ml/p-112795
2026-07-02;Farmácia;Panvel;Pedra hume pó;Pedra;Pedra Pomes Panvel;;3,99;2,66;https://www.panvel.com/panvel/pedra-pomes-panvel/p-111793
2026-07-02;Farmácia;Panvel;Pedra hume pó;Água;Água Mineral Com Gás Água Da Pedra 500ml;500ml;2,49;;https://www.panvel.com/panvel/agua-mineral-com-gas-agua-da-pedra-500ml/p-687020
2026-07-02;Farmácia;Panvel;Pedra hume pó;Água;Água Mineral Sem Gás Água Da Pedra 500ml;500ml;2,49;;https://www.panvel.com/panvel/agua-mineral-sem-gas-agua-da-pedra-500ml/p-687040
2026-07-02;Farmácia;Panvel;Pedra hume pó;Água;Água Saborizada Água Da Pedra Blueberry E Limão Siciliano 350ml;350ml;4,99;2;https://www.panvel.com/panvel/agua-saborizada-agua-da-pedra-blueberry-e-limao-siciliano-350ml/p-89199
2026-07-02;Farmácia;Panvel;Pedra hume pó;Água;Água Saborizada Água Da Pedra Pêssego 350ml;350ml;4,99;2;https://www.panvel.com/panvel/agua-saborizada-agua-da-pedra-pessego-350ml/p-89200
2026-07-02;Farmácia;Panvel;Pedra hume pó;Água;Água Saborizada Água Da Pedra Abacaxi Com Hortelã 350ml;350ml;4,99;2;https://www.panvel.com/panvel/agua-saborizada-agua-da-pedra-abacaxi-com-hortela-350ml/p-90223
2026-07-02;Farmácia;Panvel;Pedra hume pó;Lixa;Lixa Para Pés Pedra Pomes Panvel Acessórios;;11,99;8;https://www.panvel.com/panvel/lixa-para-pes-pedra-pomes-panvel-acessorios/p-88412
2026-07-02;Farmácia;Panvel;Pedra hume pó;Base;Base Endurecedora Fortilon Unhas De Pedra 7ml;7ml;19,99;;https://www.panvel.com/panvel/base-endurecedora-fortilon-unhas-de-pedra-7ml/p-91186
2026-07-02;Farmácia;Panvel;Pedra hume pó;Granado;Esfoliante Para Pés Pedra Pomes Granado Pink 80g;80g;35,99;;https://www.panvel.com/panvel/esfoliante-para-pes-pedra-pomes-granado-pink-80g/p-994190
2026-07-02;Farmácia;Panvel;Pedra hume pó;Lixa;Lixa Pés Panvel Acessórios Pedra Pomes Nude;;11,49;7,66;https://www.panvel.com/panvel/lixa-pes-panvel-acessorios-pedra-pomes-nude/p-880060
2026-07-02;Farmácia;Panvel;Pedra hume pó;Desodorante;Desodorante Twiststickem Pedra Alvacitrus 55g;55g;77,99;;https://www.panvel.com/panvel/desodorante-twiststickem-pedra-alvacitrus-55g/p-97282
2026-07-02;Farmácia;Panvel;Pedra hume pó;Removedor;Removedor De Oleosidade Facial Ricca Super Pedra Vulcânica 45g;45g;39,99;29,99;https://www.panvel.com/panvel/removedor-de-oleosidade-facial-ricca-super-pedra-vulcanica-45g/p-100342
2026-07-02;Farmácia;Panvel;Pedra hume spray;Pant;Pant Sec Minoxidil 50mg/ml Solucao Capilar Spray 3 Frascos 50 Ml;50ml;109,13;100,83;https://www.panvel.com/panvel/pant-sec-minoxidil-50mg-ml-solucao-capilar-spray-3-frascos-50-ml/p-105132
2026-07-02;Farmácia;Panvel;Pedra hume spray;Spray;Spray Desodorante Corporal Panvel Cherry Velvet 200ml - Dia Das Mães;200ml;39,99;31,99;https://www.panvel.com/panvel/spray-desodorante-corporal-panvel-cherry-velvet-200ml-dia-das-maes/p-86919
2026-07-02;Farmácia;Panvel;Pedra hume spray;Pant;Pant Sec Minoxidil 50mg/ml Solucao Capilar Spray 50ml;50ml;78,05;71,81;https://www.panvel.com/panvel/pant-sec-minoxidil-50mg-ml-solucao-capilar-spray-50ml/p-105133
2026-07-02;Farmácia;Panvel;Pedra hume spray;Óleo;Óleo Sérum Corporal Em Spray Dove Firmador 150ml;150ml;59,99;49,9;https://www.panvel.com/panvel/oleo-serum-corporal-em-spray-dove-firmador-150ml/p-88134
2026-07-02;Farmácia;Panvel;Pedra hume spray;Óleo;Óleo Sérum Corporal Em Spray Dove Hidratante 150ml;150ml;59,99;49,9;https://www.panvel.com/panvel/oleo-serum-corporal-em-spray-dove-hidratante-150ml/p-88133
2026-07-02;Farmácia;Panvel;Pedra hume spray;Óleo;Óleo Sérum Em Spray Corporal Dove Tom Uniforme 150ml;150ml;59,99;49,9;https://www.panvel.com/panvel/oleo-serum-em-spray-corporal-dove-tom-uniforme-150ml/p-88135
2026-07-02;Farmácia;Panvel;Pedra hume spray;Pant;Pant Sec Minoxidil 50mg/ml Solucao Capilar Spray 2 Frascos 50 Ml;50ml;122,68;;https://www.panvel.com/panvel/pant-sec-minoxidil-50mg-ml-solucao-capilar-spray-2-frascos-50-ml/p-105134
2026-07-02;Farmácia;Panvel;Pedra hume spray;Pedra;Pedra Pomes Panvel;;3,99;2,66;https://www.panvel.com/panvel/pedra-pomes-panvel/p-111793
2026-07-02;Farmácia;Panvel;Pedra hume spray;Água;Água Mineral Com Gás Água Da Pedra 500ml;500ml;2,49;;https://www.panvel.com/panvel/agua-mineral-com-gas-agua-da-pedra-500ml/p-687020
2026-07-02;Farmácia;Panvel;Pedra hume spray;Água;Água Mineral Sem Gás Água Da Pedra 500ml;500ml;2,49;;https://www.panvel.com/panvel/agua-mineral-sem-gas-agua-da-pedra-500ml/p-687040
2026-07-02;Farmácia;Panvel;Pedra hume spray;Água;Água Saborizada Água Da Pedra Blueberry E Limão Siciliano 350ml;350ml;4,99;2;https://www.panvel.com/panvel/agua-saborizada-agua-da-pedra-blueberry-e-limao-siciliano-350ml/p-89199
