Data_coleta;Canal;Site;Categoria;Marca;Descrição;Tamanho;Preço regular;Preço promo;Link
2026-07-02;Supermercado;Carrefour;Repelente;SBP;Repelente para Bebê SBP Baby Loção Corporal com Icaridina 100ml;100ml;113,9;10,69;https://mercado.carrefour.com.br/produto/repelente-para-bebe-sbp-baby-locao-corporal-com-icaridina-100ml-6819521
2026-07-02;Supermercado;Carrefour;Repelente;Farmax;Repelente de Inseto Adulto Moskitoff com DEET Spray Farmax 200ml;200ml;113,9;10,69;https://mercado.carrefour.com.br/produto/repelente-de-inseto-adulto-moskitoff-com-deet-spray-farmax-200ml-328833272
2026-07-02;Supermercado;Carrefour;Repelente;Exposis;Repelente Exposis Extreme Bebe Até 6 Horas de Proteção em Gel Tudo 117 g;117g;113,9;10,69;https://mercado.carrefour.com.br/produto/repelente-exposis-extreme-bebe-ate-6-horas-de-protecao-em-gel-tudo-117-g-6785136
2026-07-02;Supermercado;Carrefour;Repelente;Repelex;Repelex Repelente Family Care Loção 200ml;200ml;113,9;10,69;https://mercado.carrefour.com.br/produto/repelex-repelente-family-care-locao-200ml-313305383
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Produto;Produto Indisponível;;96,82;12,7;https://www.carrefour.com.br/produto/sebo-de-carneiro-plus-fashion-500ml-334569599
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Produto;Produto Indisponível;;96,82;12,7;https://www.carrefour.com.br/produto/sebo-de-carneiro-esfoliante-fashion-334570278
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Produto;Produto Indisponível;;96,82;12,7;https://www.carrefour.com.br/produto/sebo-de-carneiro-tradicional-apinil-334570498
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Amend;Creme Hidratante Sebo De Carneiro Oleo De Amendoa Glicerina Belkit 250g;250g;96,82;12,7;https://www.carrefour.com.br/produto/creme-hidratante-sebo-de-carneiro-oleo-de-amendoa-glicerina-belkit-250g-315867549
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Creme;Creme Hidratante Argam e Sebo de Carneiro Apinil - Pote 240g - Kit 6 Unidades;240g;96,82;12,7;https://www.carrefour.com.br/produto/creme-hidratante-argam-e-sebo-de-carneiro-apinil-pote-240g-kit-6-unidades-312856796
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Massagem;Massagem Hidrata Alivia Relaxa Creme Gel Loção Sebo Carneiro;;96,82;12,7;https://www.carrefour.com.br/produto/massagem-hidrata-alivia-relaxa-creme-gel-locao-sebo-carneiro-335513136
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Gel;Gel Massageador 17 Ervas E Sebo De Carneiro Frasco 200g;200g;96,82;12,7;https://www.carrefour.com.br/produto/gel-massageador-17-ervas-e-sebo-de-carneiro-frasco-200g-314225400
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Creme;Creme Hidratante Argam E Sebo De Carneiro Apinil Bisn 200g;200g;96,82;12,7;https://www.carrefour.com.br/produto/creme-hidratante-argam-e-sebo-de-carneiro-apinil-bisn-200g-313432508
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Creme;Creme Para Mãos Pés E Cotovelos Sebo De Carneiro 200ml;200ml;96,82;12,7;https://www.carrefour.com.br/produto/creme-para-maos-pes-e-cotovelos-sebo-de-carneiro-200ml-1350595
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Avante;Creme Hidratante Sebo De Carneiro Avante 200g;200g;96,82;12,7;https://www.carrefour.com.br/produto/creme-hidratante-sebo-de-carneiro-avante-200g-326453101
2026-07-02;Supermercado;Carrefour;Sebo de carneiro;Lisa;Lisa Hidratante Biosoft Sebo De Carneiro Pés Mãos E Cotovelos 220g;220g;96,82;12,7;https://www.carrefour.com.br/produto/lisa-hidratante-biosoft-sebo-de-carneiro-pes-maos-e-cotovelos-220g-337401429
